# IPsum Threat Intelligence Feed
# (https://github.com/stamparm/ipsum)
#
# Last update: Thu, 17 Sep 2026 03:02:06 +0200
#
# IP	number of (black)lists
#
2.57.122.53	10
62.60.130.242	10
77.90.185.20	10
95.85.245.227	10
107.150.97.10	10
193.47.62.69	10
2.57.121.112	9
45.43.60.98	9
45.148.10.141	9
45.148.10.151	9
45.148.10.152	9
45.148.10.157	9
45.148.10.183	9
66.132.172.41	9
66.132.172.143	9
66.132.186.171	9
66.132.195.51	9
66.132.195.53	9
66.132.195.91	9
66.132.195.92	9
66.132.195.99	9
66.132.195.113	9
66.132.195.115	9
68.178.166.175	9
80.82.77.139	9
93.152.221.108	9
94.102.49.193	9
94.154.43.69	9
167.94.146.52	9
167.94.146.53	9
167.94.146.59	9
167.94.146.61	9
195.178.110.218	9
195.178.110.228	9
197.253.54.22	9
199.45.155.25	9
2.57.122.150	8
2.57.122.168	8
2.57.122.209	8
2.57.122.238	8
3.129.187.38	8
14.63.217.28	8
18.212.20.153	8
18.218.118.203	8
39.109.109.136	8
45.91.64.7	8
45.156.128.179	8
64.62.156.10	8
64.62.156.24	8
64.62.156.66	8
64.62.156.80	8
64.62.156.94	8
64.62.156.132	8
64.62.156.162	8
64.62.156.192	8
64.62.197.32	8
64.62.197.77	8
64.62.197.152	8
64.62.197.227	8
65.49.1.10	8
65.49.1.132	8
65.49.1.172	8
65.49.1.202	8
66.132.172.33	8
66.132.172.34	8
66.132.172.36	8
66.132.172.42	8
66.132.172.43	8
66.132.172.104	8
66.132.172.129	8
66.132.172.132	8
66.132.172.136	8
66.132.172.140	8
66.132.172.141	8
66.132.172.177	8
66.132.172.188	8
66.132.172.198	8
66.132.172.200	8
66.132.172.207	8
66.132.172.211	8
66.132.172.214	8
66.132.172.215	8
66.132.186.173	8
66.132.186.186	8
66.132.186.190	8
66.132.186.191	8
66.132.195.34	8
66.132.195.43	8
66.132.195.48	8
66.132.195.49	8
66.132.195.52	8
66.132.195.68	8
66.132.195.69	8
66.132.195.74	8
66.132.195.79	8
66.132.195.87	8
66.132.195.89	8
66.132.195.94	8
66.132.195.96	8
66.132.195.100	8
66.132.195.101	8
66.132.195.102	8
66.132.195.106	8
66.132.195.107	8
66.132.195.109	8
66.132.195.114	8
66.132.195.116	8
66.132.195.117	8
66.132.195.123	8
66.132.224.80	8
66.132.224.83	8
66.132.224.84	8
66.132.224.87	8
66.132.224.88	8
66.132.224.90	8
66.132.224.91	8
66.132.224.92	8
66.132.224.94	8
66.132.224.223	8
66.132.224.230	8
66.132.224.233	8
66.132.224.235	8
66.240.223.208	8
69.5.169.250	8
71.6.158.166	8
79.72.3.119	8
80.82.77.33	8
80.94.92.179	8
80.94.92.234	8
81.211.72.167	8
82.39.154.137	8
84.44.39.47	8
85.217.149.0	8
85.217.149.11	8
85.217.149.12	8
85.217.149.14	8
85.217.149.15	8
85.217.149.20	8
85.217.149.23	8
85.217.149.24	8
85.217.149.29	8
85.217.149.30	8
85.217.149.31	8
85.217.149.32	8
85.217.149.34	8
85.217.149.38	8
87.106.27.160	8
87.192.253.110	8
92.118.39.14	8
92.118.39.50	8
92.118.39.65	8
92.118.39.71	8
94.154.43.254	8
95.173.161.147	8
102.223.92.101	8
103.46.186.85	8
103.46.186.148	8
103.63.101.24	8
103.214.100.4	8
109.105.209.14	8
113.23.225.9	8
115.146.121.179	8
120.48.90.166	8
129.121.128.70	8
138.226.239.233	8
138.226.239.234	8
147.185.132.27	8
147.185.132.31	8
147.185.132.43	8
147.185.132.45	8
147.185.132.57	8
147.185.132.76	8
147.185.132.85	8
147.185.132.91	8
147.185.132.174	8
147.224.162.134	8
158.51.96.38	8
160.187.247.119	8
160.250.132.238	8
163.7.4.169	8
164.160.1.220	8
167.94.146.48	8
167.94.146.50	8
167.94.146.51	8
167.94.146.54	8
167.94.146.56	8
168.144.80.239	8
176.65.139.206	8
182.93.50.90	8
184.154.16.90	8
188.166.95.31	8
192.248.150.180	8
193.32.162.84	8
193.187.110.213	8
195.184.76.13	8
199.45.154.60	8
199.45.154.62	8
199.45.155.46	8
204.76.203.31	8
205.210.31.216	8
210.87.97.90	8
210.245.30.140	8
220.247.224.226	8
223.123.65.54	8
3.22.187.122	7
5.89.75.194	7
5.226.140.119	7
5.253.38.54	7
8.221.136.6	7
18.116.101.220	7
20.84.163.78	7
20.98.155.166	7
23.29.118.224	7
27.110.166.67	7
27.118.23.21	7
31.58.216.82	7
34.26.152.184	7
35.222.117.243	7
36.64.131.68	7
36.94.179.154	7
37.120.213.13	7
39.109.116.214	7
41.216.167.226	7
42.117.2.215	7
43.153.96.204	7
43.156.115.178	7
43.165.190.208	7
43.167.198.92	7
43.241.37.251	7
43.245.248.2	7
45.33.109.18	7
45.92.33.82	7
45.119.212.99	7
45.148.10.5	7
45.148.10.240	7
45.156.128.5	7
45.156.128.8	7
45.156.128.61	7
45.156.128.69	7
45.156.128.74	7
45.156.128.101	7
45.156.128.103	7
45.156.128.131	7
45.156.128.159	7
45.156.128.176	7
45.156.128.177	7
