# IPsum Threat Intelligence Feed
# (https://github.com/stamparm/ipsum)
#
# Last update: Sun, 13 Sep 2026 03:17:43 +0200
#
# IP	number of (black)lists
#
77.90.185.20	12
138.226.239.233	11
2.57.121.112	10
107.150.97.10	10
167.94.146.50	10
62.60.130.201	9
62.60.130.242	9
62.60.130.253	9
65.49.1.24	9
66.132.172.34	9
66.132.172.140	9
66.132.186.184	9
66.132.186.199	9
66.132.195.114	9
85.217.149.46	9
85.217.149.50	9
85.217.149.63	9
85.217.149.66	9
85.239.149.72	9
129.121.128.70	9
138.226.239.234	9
160.187.247.119	9
167.94.146.49	9
167.94.146.52	9
167.94.146.54	9
167.94.146.55	9
167.94.146.57	9
167.94.146.63	9
185.132.43.9	9
193.47.62.69	9
197.253.54.22	9
2.57.121.25	8
2.57.122.53	8
3.130.168.2	8
18.116.101.220	8
18.218.118.203	8
31.58.216.82	8
36.66.16.233	8
39.109.116.214	8
45.43.60.98	8
45.91.64.7	8
45.148.10.141	8
45.148.10.151	8
45.148.10.183	8
45.156.128.54	8
45.156.128.61	8
51.75.21.168	8
51.222.85.30	8
64.62.156.10	8
64.62.156.24	8
64.62.156.38	8
64.62.156.52	8
64.62.156.66	8
64.62.156.80	8
64.62.156.94	8
64.62.156.108	8
64.62.156.122	8
64.62.156.132	8
64.62.156.142	8
64.62.156.152	8
64.62.156.172	8
64.62.156.192	8
64.62.156.202	8
64.62.156.212	8
64.62.156.222	8
64.62.197.32	8
65.49.1.10	8
65.49.1.38	8
65.49.1.66	8
65.49.1.80	8
65.49.1.94	8
65.49.1.108	8
65.49.1.122	8
65.49.1.142	8
65.49.1.152	8
65.49.1.162	8
65.49.1.172	8
65.49.1.182	8
65.49.1.192	8
65.49.1.202	8
65.49.1.232	8
66.132.172.104	8
66.132.172.128	8
66.132.172.136	8
66.132.172.139	8
66.132.172.142	8
66.132.172.143	8
66.132.172.177	8
66.132.172.181	8
66.132.172.182	8
66.132.172.188	8
66.132.172.191	8
66.132.172.194	8
66.132.172.200	8
66.132.172.206	8
66.132.172.207	8
66.132.172.211	8
66.132.172.219	8
66.132.186.161	8
66.132.186.162	8
66.132.186.180	8
66.132.186.185	8
66.132.186.186	8
66.132.186.197	8
66.132.195.34	8
66.132.195.47	8
66.132.195.53	8
66.132.195.62	8
66.132.195.73	8
66.132.195.75	8
66.132.195.80	8
66.132.195.81	8
66.132.195.85	8
66.132.195.87	8
66.132.195.91	8
66.132.195.92	8
66.132.195.99	8
66.132.195.107	8
66.132.195.110	8
66.132.195.111	8
66.132.195.112	8
66.132.195.117	8
66.132.195.119	8
68.178.166.175	8
68.233.116.124	8
77.90.185.107	8
80.82.77.139	8
82.39.154.137	8
85.217.149.11	8
85.217.149.12	8
85.217.149.16	8
85.217.149.19	8
85.217.149.30	8
85.217.149.34	8
85.217.149.38	8
85.217.149.39	8
85.217.149.45	8
85.217.149.48	8
85.217.149.49	8
85.217.149.53	8
85.217.149.57	8
85.217.149.64	8
85.217.149.65	8
92.118.39.49	8
94.154.43.69	8
95.85.245.227	8
103.78.2.252	8
103.229.125.91	8
108.165.164.23	8
113.23.225.9	8
119.96.158.87	8
120.48.90.166	8
123.100.226.79	8
147.185.132.27	8
147.185.132.57	8
147.185.132.79	8
147.185.132.87	8
147.185.132.105	8
147.185.132.129	8
147.185.132.156	8
147.185.132.171	8
167.94.146.53	8
167.94.146.56	8
167.94.146.58	8
167.94.146.60	8
167.94.146.61	8
167.94.146.62	8
168.144.65.188	8
179.61.137.164	8
182.253.79.195	8
189.217.130.86	8
193.46.255.86	8
194.88.98.85	8
195.178.110.217	8
195.178.110.218	8
195.178.110.227	8
195.178.110.232	8
195.184.76.227	8
195.184.76.238	8
197.221.232.44	8
220.85.210.200	8
2.26.96.139	7
2.57.122.150	7
2.57.122.238	7
5.99.196.202	7
12.156.67.18	7
14.29.198.130	7
14.63.217.28	7
20.196.88.55	7
23.88.47.15	7
31.14.32.4	7
35.222.117.243	7
37.187.35.26	7
38.148.20.75	7
39.175.51.58	7
40.83.182.122	7
40.124.114.144	7
41.111.227.10	7
41.173.43.34	7
41.208.147.131	7
41.242.115.83	7
45.117.177.47	7
45.121.25.115	7
45.148.10.152	7
45.148.10.157	7
45.148.10.240	7
45.156.128.51	7
45.156.128.64	7
45.156.128.76	7
45.156.128.103	7
45.156.128.104	7
45.156.128.177	7
45.156.128.179	7
45.156.129.73	7
45.156.129.80	7
45.156.129.83	7
45.156.129.87	7
45.156.129.92	7
45.156.129.93	7
45.156.129.186	7
46.10.201.91	7
49.75.185.71	7
50.84.211.204	7
51.68.226.87	7
51.195.149.120	7
51.210.100.146	7
51.254.103.32	7
54.36.99.29	7
58.186.20.143	7
61.220.96.57	7
64.62.156.162	7
64.62.156.182	7
64.62.197.2	7
64.62.197.17	7
64.62.197.62	7
64.62.197.77	7
64.62.197.122	7
64.62.197.152	7
64.62.197.182	7
64.62.197.197	7
64.62.197.227	7
65.49.1.52	7
65.49.1.132	7
65.49.1.212	7
65.49.1.222	7
65.49.20.66	7
65.49.20.67	7
65.49.20.68	7
66.116.224.129	7
66.132.172.33	7
66.132.172.35	7
66.132.172.37	7
66.132.172.38	7
66.132.172.40	7
66.132.172.41	7
66.132.172.42	7
66.132.172.43	7
66.132.172.44	7
66.132.172.45	7
66.132.172.47	7
66.132.172.97	7
66.132.172.103	7
66.132.172.105	7
66.132.172.106	7
66.132.172.107	7
66.132.172.108	7
66.132.172.109	7
66.132.172.110	7
66.132.172.111	7
66.132.172.130	7
66.132.172.132	7
66.132.172.133	7
66.132.172.134	7
66.132.172.141	7
66.132.172.179	7
66.132.172.180	7
66.132.172.183	7
66.132.172.185	7
66.132.172.186	7
66.132.172.187	7
66.132.172.189	7
66.132.172.192	7
66.132.172.193	7
66.132.172.196	7
66.132.172.201	7
66.132.172.203	7
66.132.172.204	7
66.132.172.205	7
66.132.172.208	7
66.132.172.209	7
66.132.172.210	7
66.132.172.215	7
66.132.172.218	7
66.132.172.221	7
66.132.186.163	7
66.132.186.166	7
66.132.186.168	7
66.132.186.170	7
66.132.186.171	7
66.132.186.173	7
66.132.186.174	7
66.132.186.175	7
66.132.186.179	7
66.132.186.182	7
66.132.186.187	7
66.132.186.190	7
66.132.186.191	7
66.132.186.192	7
66.132.186.196	7
66.132.186.200	7
66.132.186.201	7
66.132.186.202	7
66.132.186.204	7
66.132.195.31	7
66.132.195.35	7
66.132.195.36	7
66.132.195.37	7
66.132.195.39	7
66.132.195.45	7
66.132.195.48	7
66.132.195.49	7
66.132.195.51	7
66.132.195.57	7
66.132.195.59	7
66.132.195.61	7
66.132.195.64	7
66.132.195.67	7
66.132.195.68	7
66.132.195.70	7
66.132.195.72	7
66.132.195.74	7
66.132.195.77	7
66.132.195.78	7
66.132.195.79	7
66.132.195.86	7
66.132.195.88	7
66.132.195.89	7
66.132.195.93	7
66.132.195.95	7
66.132.195.96	7
66.132.195.103	7
66.132.195.105	7
66.132.195.106	7
66.132.195.109	7
66.132.195.118	7
66.132.195.124	7
66.132.195.126	7
66.132.224.82	7
66.132.224.83	7
66.132.224.84	7
66.132.224.87	7
66.132.224.90	7
66.132.224.225	7
66.132.224.233	7
66.132.224.236	7
66.240.219.146	7
69.5.169.13	7
69.5.169.30	7
69.5.169.72	7
69.5.169.77	7
69.5.169.78	7
69.5.169.95	7
69.5.169.97	7
69.5.169.104	7
69.5.169.114	7
69.5.169.129	7
69.5.169.132	7
69.5.169.179	7
69.5.169.180	7
69.5.169.218	7
71.6.134.233	7
71.6.165.200	7
72.17.34.38	7
77.91.66.181	7
77.239.124.130	7
77.239.124.177	7
79.3.96.178	7
80.82.77.33	7
80.94.92.179	7
81.192.46.45	7
81.211.72.167	7
82.39.86.153	7
84.44.39.47	7
85.11.167.132	7
85.217.149.0	7
85.217.149.8	7
85.217.149.9	7
85.217.149.13	7
85.217.149.14	7
85.217.149.15	7
85.217.149.17	7
85.217.149.18	7
85.217.149.20	7
85.217.149.22	7
85.217.149.23	7
85.217.149.24	7
85.217.149.25	7
85.217.149.26	7
85.217.149.29	7
85.217.149.31	7
85.217.149.32	7
85.217.149.33	7
85.217.149.35	7
85.217.149.36	7
85.217.149.40	7
85.217.149.41	7
85.217.149.43	7
85.217.149.44	7
85.217.149.47	7
85.217.149.52	7
85.217.149.56	7
85.217.149.58	7
85.217.149.60	7
85.217.149.61	7
85.217.149.62	7
86.54.31.34	7
86.54.31.40	7
87.192.253.110	7
89.42.231.200	7
89.248.167.131	7
91.92.199.36	7
91.134.133.184	7
91.196.152.0	7
92.112.126.183	7
92.118.39.71	7
92.118.39.77	7
92.204.128.28	7
94.20.62.126	7
94.26.106.74	7
94.102.49.193	7
94.182.168.149	7
95.90.13.168	7
95.173.161.147	7
97.93.43.157	7
101.36.116.232	7
102.88.137.80	7
102.140.97.134	7
102.220.160.124	7
102.223.92.101	7
103.13.206.100	7
103.46.186.148	7
103.52.140.67	7
103.63.101.24	7
103.88.76.27	7
103.147.159.91	7
103.163.214.149	7
103.176.64.36	7
104.208.108.166	7
104.248.160.169	7
106.58.173.254	7
107.150.104.16	7
107.155.48.46	7
111.119.44.29	7
112.216.108.62	7
112.216.120.67	7
113.193.234.210	7
114.30.180.58	7
116.110.223.50	7
116.114.94.242	7
117.50.51.198	7
118.36.136.12	7
118.122.147.49	7
119.96.174.235	7
121.179.93.147	7
122.13.25.186	7
122.168.194.41	7
123.54.215.74	7
129.121.119.196	7
130.12.182.122	7
130.12.182.225	7
135.125.199.17	7
137.74.114.131	7
141.95.54.130	7
141.95.162.162	7
144.31.194.24	7
144.202.92.17	7
147.185.132.10	7
147.185.132.12	7
147.185.132.13	7
147.185.132.18	7
147.185.132.22	7
147.185.132.24	7
147.185.132.25	7
147.185.132.37	7
147.185.132.39	7
147.185.132.40	7
147.185.132.43	7
147.185.132.45	7
147.185.132.48	7
147.185.132.49	7
147.185.132.51	7
147.185.132.58	7
147.185.132.60	7
147.185.132.66	7
147.185.132.69	7
147.185.132.70	7
147.185.132.73	7
