# IPsum Threat Intelligence Feed
# (https://github.com/stamparm/ipsum)
#
# Last update: Wed, 05 Aug 2026 03:00:53 +0200
#
# IP	number of (black)lists
#
45.198.224.26	11
77.90.185.20	10
192.142.28.77	10
195.178.110.137	10
185.65.202.199	9
2.57.121.112	8
2.57.122.168	8
2.57.122.238	8
31.56.206.108	8
31.77.227.120	8
35.237.94.18	8
45.148.10.141	8
92.118.39.77	8
164.92.109.155	8
167.94.146.53	8
167.94.146.59	8
167.94.146.62	8
192.169.201.223	8
1.212.225.99	7
2.57.121.25	7
3.130.168.2	7
18.116.101.220	7
24.142.170.231	7
34.159.18.221	7
37.60.245.234	7
41.220.3.101	7
45.148.10.147	7
45.148.10.151	7
45.148.10.152	7
45.148.10.157	7
54.237.234.26	7
61.155.106.101	7
66.132.172.99	7
66.132.172.132	7
66.132.186.193	7
66.132.195.36	7
66.132.195.46	7
66.132.195.49	7
66.132.195.59	7
66.132.195.67	7
66.132.195.80	7
66.132.195.99	7
66.132.195.100	7
66.132.195.108	7
66.132.195.122	7
66.132.224.235	7
71.6.199.65	7
79.72.3.119	7
80.82.77.33	7
80.82.77.139	7
80.94.92.179	7
80.94.92.234	7
86.54.31.38	7
89.248.167.131	7
89.248.172.11	7
92.118.39.14	7
94.154.43.230	7
106.13.150.237	7
110.35.80.116	7
116.99.49.208	7
118.26.111.107	7
118.216.88.229	7
130.211.103.2	7
144.225.6.182	7
145.239.89.124	7
167.94.146.61	7
181.104.43.225	7
185.180.141.44	7
185.246.130.20	7
187.8.120.90	7
193.46.255.86	7
195.93.244.97	7
198.199.123.141	7
199.45.155.78	7
199.45.155.104	7
207.154.222.104	7
210.245.95.11	7
211.46.177.174	7
220.80.223.144	7
220.197.14.60	7
221.199.172.66	7
1.255.171.167	6
2.55.74.30	6
3.131.220.121	6
5.83.129.180	6
5.88.119.21	6
8.221.139.48	6
14.33.96.3	6
14.54.22.11	6
16.58.56.214	6
20.83.167.30	6
20.119.75.60	6
20.163.15.107	6
24.97.253.246	6
31.70.83.197	6
31.76.20.19	6
31.173.8.170	6
34.22.185.221	6
34.62.96.55	6
34.62.105.176	6
34.156.44.197	6
36.66.16.233	6
36.135.103.30	6
36.137.38.119	6
40.124.127.239	6
41.63.63.211	6
41.78.74.209	6
42.51.49.166	6
43.134.49.202	6
43.163.107.68	6
45.15.226.187	6
45.79.207.110	6
45.91.64.7	6
45.92.33.82	6
45.154.244.149	6
45.154.244.193	6
45.156.128.56	6
45.156.128.122	6
45.156.129.95	6
46.253.45.10	6
50.114.236.5	6
51.68.226.87	6
52.91.195.196	6
58.17.6.119	6
61.37.150.6	6
61.145.163.164	6
61.184.128.210	6
62.183.82.70	6
64.62.156.24	6
64.62.156.172	6
64.62.156.182	6
64.62.197.32	6
64.62.197.122	6
64.89.160.242	6
65.49.139.223	6
66.132.172.43	6
66.132.172.105	6
66.132.172.106	6
66.132.172.130	6
66.132.172.134	6
66.132.172.136	6
66.132.172.140	6
66.132.172.142	6
66.132.172.176	6
66.132.172.179	6
66.132.172.182	6
66.132.172.199	6
66.132.172.203	6
66.132.172.204	6
66.132.172.211	6
66.132.172.219	6
66.132.186.159	6
66.132.186.164	6
66.132.186.169	6
66.132.186.173	6
66.132.186.178	6
66.132.186.185	6
66.132.186.188	6
66.132.186.191	6
66.132.186.197	6
66.132.186.199	6
66.132.195.41	6
66.132.195.43	6
66.132.195.48	6
66.132.195.52	6
66.132.195.54	6
66.132.195.55	6
66.132.195.60	6
66.132.195.61	6
66.132.195.62	6
66.132.195.63	6
66.132.195.66	6
66.132.195.71	6
66.132.195.72	6
66.132.195.77	6
66.132.195.96	6
66.132.195.98	6
66.132.195.102	6
66.132.195.107	6
66.132.195.118	6
66.132.195.120	6
66.132.224.92	6
66.132.224.234	6
